userId,sms_status
55c1250b469c64182b93e0de,undeliverable
59150de5a0bfad44b82eb637,undeliverable
56ff01f0469c647a428d56d2,undeliverable
5914be2fa0bfad3e012ee363,undeliverable
583d7053a0bfad67086c508f,undeliverable
5915f9b6a0bfad54f71f2117,undeliverable
5914edf4a0bfad421c2d5415,undeliverable
5820ba8142a064b90b8b4579,undeliverable
